1;arms_factory;2946.00;11.63;1364.00;0.45;0
1;arms_factory;2948.00;10.05;1356.00;3.47;0
1;arms_factory;2948.00;10.38;1357.00;6.13;0
1;arms_factory;2950.00;11.20;1370.00;2.51;0
1;arms_factory;2945.00;12.03;1368.00;4.07;0
1;arms_factory;2945.00;11.88;1369.00;1.91;0
1;industrial_complex;2950.00;12.05;1361.00;3.12;0
1;industrial_complex;2950.00;12.05;1361.00;0.96;0
1;industrial_complex;2950.00;12.40;1364.00;3.98;0
1;industrial_complex;2944.00;9.50;1357.00;0.36;0
1;industrial_complex;2945.00;9.60;1357.00;3.02;0
1;industrial_complex;2948.00;10.82;1371.00;5.69;0
1;air_base;2948.38;11.60;1359.45;0.15;0
1;naval_base;2954.00;9.70;1370.00;1.68;13309
1;naval_base;2941.06;9.50;1370.65;-2.20;13308
1;naval_base;2943.08;9.50;1358.69;-0.99;13308
1;bunker;2946.00;11.63;1364.00;5.69;0
1;bunker;2945.00;10.03;1361.00;2.07;0
1;bunker;2953.00;10.15;1364.00;6.20;0
1;coastal_bunker;2953.00;9.78;1372.00;0.98;0
1;coastal_bunker;2941.00;9.50;1360.00;-0.79;0
1;coastal_bunker;2940.00;9.50;1368.00;-1.19;0
1;dockyard;2953.00;9.50;1375.00;-3.00;0
1;anti_air_building;2952.00;10.80;1364.00;6.20;0
1;anti_air_building;2952.00;10.80;1364.00;2.59;0
1;anti_air_building;2943.00;10.30;1365.00;0.43;0
1;synthetic_refinery;2946.00;9.73;1358.00;1.63;0
1;nuclear_reactor;2948.00;10.82;1371.00;1.03;0
2;air_base;2998.96;10.20;1365.43;1.17;0
856;naval_base;3003.00;9.50;1352.00;-0.46;5656
2;naval_base;2993.00;9.50;1361.00;-0.93;5656
2;naval_base;3008.01;9.40;1349.54;-0.68;5656
2;naval_base;3020.02;10.10;1347.04;0.17;1452
2;naval_base;2987.00;9.50;1367.00;-0.90;13309
2;bunker;2996.36;9.70;1362.57;4.14;0
2;bunker;2989.39;10.50;1371.56;1.98;0
2;bunker;3017.00;10.60;1352.00;3.19;0
2;bunker;3003.00;10.32;1369.00;6.20;0
2;bunker;3012.00;12.03;1363.00;2.59;0
2;bunker;3012.00;10.15;1352.00;0.43;0
856;bunker;3005.00;10.13;1360.00;1.63;0
2;coastal_bunker;2989.00;9.50;1365.00;-0.90;0
2;coastal_bunker;3010.82;9.50;1347.24;-0.08;0
2;coastal_bunker;3020.00;9.50;1347.00;0.17;0
2;dockyard;3012.88;9.40;1348.53;0.32;0
2;anti_air_building;3009.00;11.30;1363.00;2.14;0
2;anti_air_building;3007.00;11.32;1368.00;5.16;0
2;anti_air_building;3013.00;11.30;1357.00;0.08;0
2;synthetic_refinery;3021.00;10.98;1354.00;4.21;0
856;nuclear_reactor;3002.00;9.70;1357.00;2.15;0
852;air_base;3056.83;10.30;1461.51;1.22;0
852;bunker;3056.46;10.30;1458.26;1.48;0
852;bunker;3056.00;11.00;1467.00;4.14;0
852;bunker;3051.00;10.80;1453.00;3.19;0
852;bunker;3039.72;13.30;1455.44;6.20;0
4;bunker;3049.70;11.90;1482.63;4.49;0
852;bunker;3047.00;12.15;1463.00;0.43;0
852;bunker;3044.00;14.35;1467.00;1.63;0
852;bunker;3053.58;14.00;1474.62;3.13;0
4;bunker;3054.00;10.35;1492.00;3.10;0
852;anti_air_building;3044.00;12.78;1458.00;5.76;0
852;anti_air_building;3045.00;13.43;1471.00;2.14;0
852;anti_air_building;3058.00;11.05;1469.00;5.16;0
4;synthetic_refinery;3064.63;10.10;1492.29;0.68;0
8;arms_factory;2898.00;10.95;1510.00;1.47;0
8;arms_factory;2897.00;11.38;1512.00;4.13;0
8;arms_factory;2897.00;11.50;1513.00;5.69;0
8;arms_factory;2903.00;10.85;1511.00;2.07;0
8;arms_factory;2905.00;10.82;1512.00;6.20;0
8;arms_factory;2899.00;11.40;1514.00;1.48;0
8;industrial_complex;2903.00;10.88;1512.00;4.14;0
8;industrial_complex;2897.00;11.60;1514.00;1.98;0
8;industrial_complex;2898.00;11.80;1517.00;3.19;0
8;industrial_complex;2902.00;10.98;1513.00;6.20;0
8;industrial_complex;2899.00;11.53;1516.00;2.59;0
8;industrial_complex;2900.00;10.80;1507.00;0.43;0
8;air_base;2898.00;11.63;1515.00;1.63;0
8;bunker;2899.00;11.80;1519.00;4.65;0
8;anti_air_building;2904.00;10.73;1508.00;1.03;0
8;anti_air_building;2900.00;11.48;1518.00;3.69;0
8;anti_air_building;2903.00;10.75;1508.00;1.54;0
8;synthetic_refinery;2898.00;10.95;1510.00;3.10;0
8;nuclear_reactor;2904.00;10.78;1509.00;2.14;0
9;nuclear_reactor;3031.89;11.30;1517.72;5.07;0
10;air_base;3138.64;9.80;1563.42;2.74;0
10;bunker;3133.18;9.80;1562.47;5.16;0
10;synthetic_refinery;3134.51;9.80;1558.82;4.72;0
14;arms_factory;2740.00;9.68;1476.00;1.63;0
14;arms_factory;2749.00;9.75;1488.00;4.65;0
14;arms_factory;2768.00;9.70;1487.00;1.03;0
